Order (chronological),Display Title,Year (Almanac),Year (Wikipedia),Year Mismatch?,Type (auto),Director,Genre (source),Summary,Tags (manual),Controlled Tags,WBN Notes (factual),War-adjacent? (manual),International focus? (manual),Pre-FNL era? (auto),Pre-Moneyball era? (auto),Tags (auto),Baseball level,Setting (state/country),Release Decade,Almanac Details,Almanac Link,Wikipedia Link,Sources,Last verified,Needs research?,Simmons Top21?,Simmons Top21 Rank,Simmons Honorable Mention?,Simmons Not Mentioned?,Simmons Notes,Stream (Library),Stream (FAST),
333,Essential Games of the Chicago Cubs,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B007R5A1XC/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
334,Essential Games of the Philadelphia Phillies,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B007R5A1HS/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
335,Essential Games of the Texas Rangers,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B007R5A1C8/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
336,Harvard Park,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B00AKXZA2U/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
337,Hitting for the Cycle,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B00D4Q1UWO/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
338,Houston Astros 50th Anniversary Collector's Edition,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B006QVRUW8/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
339,Knuckleball!,2012,2012,,Documentary,Ricki Stern and Anne Sundberg,Documentary,A season following pitchers Tim Wakefield and R. A. Dickey . [ 165 ],,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B002LPTEB8/baseballalmanac,https://en.wikipedia.org/wiki/Knuckleball!,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
340,Not Exactly Cooperstown,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
341,One Hit From Home,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B00720ONHM/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
342,Reel Baseball: Baseball's Golden Era,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B07MHDMB25/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
343,Screwball: The Ted Whitfield Story,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B006HUNFXG/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
344,The House of Steinbrenner (ESPN 30 for 30 Series),2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B0040ZN9L8/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
345,Trouble with the Curve,2012,2012,,,Robert Lorenz,Drama,Clint Eastwood as a veteran Atlanta Braves scout whose vision is fading. [ 164 ],,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B009POCG2C/baseballalmanac,https://en.wikipedia.org/wiki/Trouble_with_the_Curve,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
346,Universal Babe,2012,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B009POCG2C/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
347,You Don't Know Bo,2012,2012,,TV Movie,Michael Bonfiglio,Documentary,Made for TV as a part of ESPN's 30 for 30 series about baseball and football star Bo Jackson . [ 166 ],,,,,,No,No,,,,2010s,,,,https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
348,42,2013,2013,,,Brian Helgeland,Biographical,Story of Jackie Robinson 's ( Chadwick Boseman ) historic signing with Brooklyn Dodgers under guidance of team executive Branch Rickey (played by Harrison Ford ). [ 168 ],"biopic/true story, civil rights",,,,,No,No,biopic/true story,,USA,2010s,,,https://en.wikipedia.org/wiki/42_(film),https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
349,42 (The True Story of an American Legend / Jackie Robinson ),2013,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
350,Gibsonburg,2013,2013,,,Jonathon Kimble and Bob Mahaffey,Drama,"Story of the 2005 Gibsonburg High School baseball team, the first Ohio high school team in any sport to win a state championship with a losing record. [ 169 ]",,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
351,Home Run,2013,2013,,,David Boyd,Drama,A ballplayer dealing with substance abuse returns to his hometown. [ 167 ],,,,,,No,No,,,,2010s,Amazon,,https://en.wikipedia.org/wiki/Home_Run_(film),https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
352,I'll Knock A Homer For You: The Timeless Story of Johnny Sylvester and Babe Ruth,2013,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
353,Season of Miracles,2013,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
354,The Only Real Game,2013,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B011QD7IMM/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
355,You Don't Know Bo (ESPN 30 for 30 Series),2013,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B00AEC68BO/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
356,108 Stitches,2014,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B00N5IH5WK/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
357,Henry & Me,2014,2014,,,Barrett Esposito,Animation,Guardian angel introduces an ill 12-year-old to New York Yankees of different eras. [ 174 ],,,,,,No,No,,,,2010s,,,https://en.wikipedia.org/wiki/Henry_%26_Me,https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
358,Hero,2014,2014,,,Manny Edwards,Drama,Christian film about fathers and sons. [ 170 ],,,,,,No,No,,,,2010s,,,,https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
359,Million Dollar Arm,2014,2014,,,Craig Gillespie,Drama,A sports agent ( Jon Hamm ) arranges a baseball tryout for two cricket players from India. [ 171 ],,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B00KYYFFC0/baseballalmanac,https://en.wikipedia.org/wiki/Million_Dollar_Arm,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,Y,Not mentioned on Simmons list (per user notes).,User-provided Simmons list,,
360,No No: A Dockumentary ( Dock Ellis ),2014,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B00N8M9E22/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
361,The Battered Bastards of Baseball,2014,2014,,Documentary,Chapman Way and Maclain Way,Documentary,"Look at a Portland minor-league team, featuring Bing (the team's owner) and Kurt Russell (who played for the team and later worked in its front office). [ 173 ]",,,,,,No,No,,,,2010s,Amazon,,https://en.wikipedia.org/wiki/The_Battered_Bastards_of_Baseball,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,Netflix,
362,The Vancouver Asahi,2014,2014,,,Yuya Ishii,Drama,Set in Canada during the 1930s. [ 172 ],,,,,,No,No,,,,2010s,,,https://en.wikipedia.org/wiki/The_Vancouver_Asahi,https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
363,Pitching Love and Catching Faith,2015,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
364,Doc & Darryl,2016,2016,,TV Movie,Judd Apatow and Michael Bonfiglio,Documentary,"Made for TV as a part of ESPN's 30 for 30 series. Explores the lives, careers, and struggles with addiction of former New York Mets stars Dwight ""Doc"" Gooden and Darryl Strawberry . [ 177 ]",,,,,,No,No,,,,2010s,,,,https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
365,Everybody Wants Some!!,2016,2016,,,Richard Linklater,Comedy,Film by Richard Linklater about immature 1980 college baseball players in Texas. [ 176 ],,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B01CJW33B4/baseballalmanac,https://en.wikipedia.org/wiki/Everybody_Wants_Some!!_(film),https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,Y,12,,,Baseball-related; ranked in Simmons Top 21 sports movies (21st century).,Bill Simmons Podcast: '21 Best Sports Movies of the 21st Century' transcript,,
366,Fastball,2016,2016,,Documentary,Jonathan Hock,Documentary,"With Kevin Costner narrating, lead a cast of baseball legends and scientists who explore the magic within the 396 milliseconds it takes a fastball to reach home plate, and decipher who threw the fastest pitch ever. [ 178 ]",,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B01D9AAJR6/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
367,Ken Burns: Jackie Robinson,2016,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B01AEOM79S/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
368,Spaceman,2016,2016,,,Brett Rapkin,Biographical,"Josh Duhamel portrays a colorful left-handed pitcher, Bill Lee . [ 179 ]",,,,,,No,No,biopic/true story,,,2010s,,,https://en.wikipedia.org/wiki/Spaceman_(2016_film),https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
369,Spaceman ( Bill Lee ),2016,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B01KIWQIGO/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
370,The Phenom,2016,2015,Yes,,Noah Buschel,Drama,A talented young baseball player struggles professionally as he deals with his abusive father. [ 175 ],,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B01E6ALTVI/baseballalmanac,https://en.wikipedia.org/wiki/The_Phenom_(film),https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
371,Undrafted,2016,2016,,,Joseph Mazzello,Comedy,"After a college baseball star doesn't make the Major League Baseball draft, an intramural game with friends becomes hugely important to him as he tries to accept his broken dreams. [ 180 ]",,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B01KP7L38K/baseballalmanac,https://en.wikipedia.org/wiki/Undrafted_(film),https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
372,Let's Play Two,2017,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B0777RQJ2S/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
373,World Beaters,2017,2017,,Documentary,Jonathan Hock,Documentary,"ESPN Films production chronicling the Maine – Endwell Little League team that won the 2016 Little League World Series , becoming the smallest community ever to win that event. [ 181 ]",,,,,,No,No,,,,2010s,,,,https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
374,Brampton's Own,2018,2018,,,Michael Doneger,Drama,A 30-year-old minor league prospect reconnects with his high school sweetheart during the off season. [ 182 ],,,,,,No,No,,,,2010s,,,https://en.wikipedia.org/wiki/Brampton%27s_Own,https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
375,Heading Home,2018,2018,,Documentary,"Seth Kramer , Daniel A. Miller , and Jeremy Newberger",Documentary,About the underdog Israel national baseball team competing for the first time in the World Baseball Classic . [ 183 ],,,,,,No,No,,,,2010s,,,https://en.wikipedia.org/wiki/Heading_Home_(2018_film),https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
376,The Catcher Was a Spy ( Moe Berg ),2018,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B07G28Y3XV/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
377,90 Feet From Home,2019,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
378,Benchwarmers 2,2019,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
379,Bottom of the 9th,2019,2019,,TV Movie,Raymond De Felitta,Drama,"After serving 17 years in prison for a violent mistake he made in his youth, a once-aspiring baseball player returns to his Bronx neighborhood. [ 185 ]",,,,,,No,No,,,,2010s,Amazon,,https://en.wikipedia.org/wiki/Bottom_of_the_9th_(film),https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
380,Chance,2019,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
381,Extra Innings,2019,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
382,High & Outside,2019,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
383,Koshien: Japan's Field of Dreams,2019,2019,,Documentary,Ema Ryan Yamazaki,Documentary,"US–Japanese coproduction exploring Japanese high school baseball , focusing on two schools trying to reach the 100th Summer Koshien national tournament and the differing approaches of their coaches. [ 184 ]",,,,,,No,No,international,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
384,Long Time Coming: A 1955 Baseball Story,2019,,,,,,,,,,,,No,No,,,,2010s,Amazon,https://www.amazon.com/exec/obidos/asin/B07KM1WNCY/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
385,The Other Boys of Summer,2019,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
386,The Spy Behind Home Plate ( Moe Berg Documentary),2019,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
387,The Unauthorized Bash Brothers Experience ( Jose Canseco & Mark McGwire ),2019,,,,,,,,,,,,No,No,,,,2010s,Netflix,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
388,Throw Like a Girl,2019,,,,,,,,,,,,No,No,,,,2010s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
389,Baseball Girl,2020,2020,,,Choi Yoon-tae,Drama,Story of a high school student who tries to join a professional team with the help of her coach. [ 186 ],,,,,,No,No,,,,2020s,Amazon,,https://en.wikipedia.org/wiki/Baseball_Girl,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
390,Long Gone Summer,2020,2020,,TV Movie,AJ Schnack,Documentary,Made for TV as a part of ESPN's 30 for 30 series. A look back at the 1998 home run chase between Mark McGwire and Sammy Sosa . [ 187 ],,,,,,No,No,,,,2020s,,,,https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
391,Long Gone Summer (30 For 30: Jose Canseco & Mark McGwire ),2020,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
392,Romance in the Outfield: Double Play,2020,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
393,The SIlent Natural,2020,,,,,,,,,,,,No,No,,,,2020s,Amazon,https://www.amazon.com/exec/obidos/asin/B08L829XK9/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
394,Under the Grapefruit Tree: The CC Sabathia Story,2020,,,,,,,,,,,,No,No,,,,2020s,HBOMax,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
395,Gem Mint,2021,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
396,Home Plate,2021,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
397,Love and Baseball,2021,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
398,Once Upon a Time in Queens,2021,2021,,TV Movie,Nick Davis,Documentary,Made for TV as a part of ESPN's 30 for 30 series. A four-part exploration of the 1986 New York Mets and their enduring place in sports culture. [ 188 ],,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
399,Still Pitching,2021,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
400,The Kid Who Only Hits Homers,2021,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
401,Facing Nolan,2022,2022,,Documentary,Bradley Jackson,Documentary,Explores the life and career of Hall of Fame Pitcher Nolan Ryan . [ 190 ],,,,,,No,No,,,,2020s,Netflix,,,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
402,Game Changer,2022,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
403,It Ain't Over,2022,2022,,Documentary,Sean Mullin,Documentary,Explores the life and career of New York Yankees Hall of Fame catcher Yogi Berra . [ 189 ],,,,,,No,No,,,,2020s,,,https://en.wikipedia.org/wiki/It_Ain%27t_Over_(film),https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,Netflix,
404,It Ain't Over ( Yogi Berra ),2022,,,,,,,,,,,,No,No,,,,2020s,Amazon,https://www.amazon.com/exec/obidos/asin/B0C9X82NMF/baseballalmanac,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
405,Running the Bases,2022,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
406,Young Again,2022,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
407,Reggie,2023,,,,,,,,,,,,No,No,,,,2020s,Netflix,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
408,Shohei Ohtani: Beyond the Dream,2023,2023,,Documentary,Toru Tokikawa,Documentary,Documentary made by ESPN Films exploring Shohei Ohtani 's rise from his beginning in Japan to becoming a two-way superstar in Major League Baseball. Starring Pedro Martínez as narrator. [ 192 ],,,,,,No,No,,,,2020s,Amazon,,https://en.wikipedia.org/wiki/Shohei_Ohtani:_Beyond_the_Dream,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
409,The Hill,2023,2023,,,Jeff Celentano,Biographical,The true-life story of Rickey Hill's improbable journey to play Major League Baseball. [ 193 ],,,,,,No,No,biopic/true story,,,2020s,Amazon,,https://en.wikipedia.org/wiki/The_Hill_(2023_film),https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
410,Tomorrow's Game,2023,2023,,,Jonathan Coria and Trevor Wilson,"Children and family, Science fiction","On the day of his uncle's ascendance into the Baseball Hall of Fame , Daniel is forced to embark on a journey through time that sees him restore his family's legacy and rewrite baseball history. With Paul Rodriguez. [ 191 ]",,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
411,Always Believe: The Ozzie Albies Story,2024,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
412,Eephus,2024,2024,,,Carson Lund,Drama,About the final game of an amateur New England baseball league before their stadium is demolished. [ 195 ],,,,,,No,No,,,,2020s,Amazon,,https://en.wikipedia.org/wiki/Eephus,https://www.baseball-almanac.com/movie_f1.shtml; https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,Y,,Listed as an honorable mention (Sean calls it 'Ephus').,Bill Simmons Podcast transcript,,
413,Graceball: The Story of Bobby Richardson,2024,,,,,,,,,,,,No,No,,,,2020s,PBS,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
414,Nos Amours: The Saga of the Montreal Expos,2024,2024,,Documentary,Robbie Hart,Documentary,"Canadian film telling the story of the Montreal Expos , including the continuing attempts to return MLB to the city. [ 194 ]",,,,,,No,No,,,,2020s,,,,https://en.wikipedia.org/wiki/List_of_baseball_films,2026-01-06,No,,,,,,,,
415,You Gotta Believe,2024,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
416,Caught Stealing,2025,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
417,The Instigators,2025,,,,,,,,,,,,No,No,,,,2020s,Amazon,,,https://www.baseball-almanac.com/movie_f1.shtml,2026-01-06,Yes,,,,,,,,
